1591686,i had sex with my husband two days prior to my period starting. on e day without protection but no sperms were ejaculated & other day with protection. my last period was on 26th June 2015 till date i didnt get my period. i have taken regestrone tablets twice a day for 05 days but still didnt get periods. help
1591686,i did not get period and is is one day delay what should i do
1591686,am 28 my period has always been regular. i started taking well woman original for a month now but now my period is late for 2 days and am sure am not pregnant could it be this drugs that is delaying my period?
1591686,i have miss periods last two month i had irregular periods for everytime becouuse i had pcod problems wt can i do pls help me
1591686,"hi, i had 15 days period for last month after that i had sex, not actually intercourse but only touching to my vagina and now i am 5 days delayed my period, am i pregnant. if yes please suggest me pill or anything for blooding fast. waiting thank you"
1591686,im 12 years old i have had discharge for 16 months i haven't had my period. i want to induce it because im going to be with my dad for a week. and i want have it so i don't have it when im with him. please help !!!!!
56474,i need to improve my speaking skills
56474,i want to leran writte english but am not have school
56474,How can I find a native English speaker in Arabic country ?
56474,how to don not forget vocabulary or new words
56474,may i watch tv with subtitles in ENLISH
45328,"Hi , this yashaswini..
 
 My hands , legs are very thin but i have belly fat & my weight is 47 kg & my height is 5.2 inches..
 i feel very shame in front of my friends & colleagues due to belly fat and am planning to join swimming classes so please help me.. how to reduce the belly fat.."
45328,I'm 74 and don't have a lot of energy but a lot of time and need to drop my 20 pound stomach HOW?
45328,how can I reduce only the stomach on my body?
149499,Does Lucid Dreaming cause nightmares? The reason I am asking this is because I am exceptionally fearful and naturally i'm just worried of trying this out... :/
149499,how to have lucid dream for lottery numbers?
149499,what if u are lucid dreaming and u cant tell the difference between reality and imagination?
149499,How do I stop myself from waking up from a dream right after i realize that it's a dream? I can't stay in the dream because I get too excited and wake up after a few seconds into the dream. Any tips to help me not get too excited?
149499,Can I actually dream what i want to dream?
8041,why do you not talk about going to a new school and making new friends there.This would of helped lots of people.
8041,if they don't talk us
8041,how do I make friends if I'm ugly
8446,how to make ice cream with everyday dried milk?
8446,"I have the heavy cream, but NO MILK ---- dang it. Want to make icecream tonight. Can I still do it? We have some half/half, too."
8446,"I used the first recipe and just mixed all the ingredients and turned it into a milkshake, is there anything i should add to the recipe to make it better?"
8446,"why will the ice cream mixture for the custard base turn like scrambled egg if you pour the milk too quickly , so what your saying is ...that ice cream is basically scrambled egg. ewwwww i hate scrambled egg"
8446,How do you make it without cream >:D
8446,how to make sakura mochi ice cream
41603,how do you switch a righty guitar to a lefty
41603,Which is the best guitar?
41603,"I have a kid's guitar since I'm a kid, and I can't find any easy guitar lessons on the internet that will help improve my guitar skills. Have any advice?"
41603,how to know which chords have to use for which song
41603,how do you tell if a song says e which e do they mean?
41603,what if you don't have a pick
4554,How to put a baby to sleep
4554,"Is it bad to clear your throat by coughing? If so, how can i?"
4554,HOW TO SING EMOTIONAL SONGS
4554,"i have congestion problems, i could have it solved, do you think it would help me to sing better?"
4554,how do i get a nice raspy voice?
4554,how to having a high voice for men
4554,if you don't have a voice to sing? can you still be a singer?
1555,"so i love to write and share thoughts the problem i cant do it in youtube , personal reasons but i thought why not in a blog its just i never get people who actually see my blog or maybe i am not doing it write ?"
1555,i tried to make a blog on Blogger.com and everytime I try to make an adress for my blog it doesn't work. it says that the name is invalid. HELP! what should i do?
1555,If you are writing material that might eventually become a book is there a way to protect your writing on your blog?
1555,"I have a web-site and woud like to tie the blogs to that web-site.
 How do I do that..sorry is this question is remedial."
1555,What is a good blog address to use?
42363,how do i get my feet off the floor?
42363,I am terrified of the water. what can i do to overcome this fear
42363,Does Swimming give me body physique?
42363,how to float in the water
42363,how do you use your arms in swimming
42363,how to do breast stroke
5207,"I did the plunger solution, but it actually failed. When my toilet clogged up, I couldn't see any obstruction, and I knew there was not anything obstructing the toilet, and I didn't flush it again. When I plunged the toilet multiple times, the water kept rising up and right now my jeans are still smelly."
5207,"I've tried everything else to fix a toilet clog in my 5th wheel trailer. Nothing worked, and now I have bought Liquid Lightning after reading about it, but will it work through standing liquid that is in the toilet?"
5207,"While attempting to use a toilet auger, it seems to hang up about 6"" in. I am certain that there is no solid blockage (i.e. a toy etc.) It seems that the snake will just not go around the corner of the pipe. Any suggestions?"
5207,my showers and toilets will not drain I have had a plumber to snake the outside line I still have the same problem any suggestions?
5207,"Not sure of the proper terms, but toilet flushes completely with the slurp at the end, as if it's breaking the vacuum, only when galleon of water is poured into bowl while flushing. Otherwise, flush just goes around and may empty contents completely or not but with no slurp at end. So, is slow flow in exit pipe (""stack""?) or in drain line leading horizontally to stack? If so, what to do?"
1304771,how do i call for 2 uber x cars for 8 people?
1304771,how old do u have to be to become a driver
1304771,how are tolls handled? does the driver pay the tolls and they are charged to the passenger?
1304771,how do i get the most economical car
1304771,do I tip the Uber drivers?
1304771,how are drivers vetted and certified?
1304771,Where to enter the verification code I received as sms from uber?
1304771,I recently set up an Uber account. Can I call in rides for my elderly parents who don't have an Uber account?
1304771,I want to give a gift card to daughter but i do not have an uber account and have no need for one. So how do i do it?
1304771,What type of insurance coverage do the drivers have? Are background checks done on all drivers? Who inspects the vehicles for safety (i.e. tires).
1304771,can i book in advance
1304771,"When selecting a vehicle, can we ensure that the number of luggage we are carrying will fit in the vehicle?"
1304771,Do you vehicles for wheelchair bound riders?
1304771,Can you set up a round trip fare?
1304771,can we book a car from UBER website
1304771,how do you cancel a ride?
1304771,How do I end the trip?
1304771,"I don't have an I phone. I have a simple mobile phone . I registered with you and gave away all my credit card details and so on. 
 
 I need to get a ride to the airport from Kingsford my place. how hard it could be?"
1304771,is there a telephone number one can call to engage a ride?
1304771,how does the payment method on uber work like do you have to swipe your card with like apple pay or what explain please
1304771,Can I get the same UBER driver and same time for 3 days straight?
1304771,Is there a limit to the number of kilometers the driver will take me? Or do I need the arrival destination to be within the city limits from my original departure point?
1304771,i heard there is a monthly fee for unlimited rides... for work and school.. please i need more info on this matter
1304771,where do i get an estimation of the fare?
1304771,Can you use Uber through a tablet? I do not have a smart phone.
1304771,"I have an Uber account created in London with UK mob ph. number, can I use this same account in Paris?"
1304771,does 2 people cost the same as 1 person?
1304771,I'm thinking about earning extra money by becoming a uber driver but i have a few concerns and questions? Who can i talk to about these questions and concerns?
1304771,how do i know if uber service is available in my area? and up to what time they are available. ?
1304771,I live in guernsey channel islands but want to use UBER when i travel to the uk so i will buy a pay as you go data sim card when there. if i register with my guernsey phone sim card and then swap when i get to the uk can i still use uber ?? if not how should i do it please help?
1304771,the number for the credit car on file has changed. How do I change it in your system?
1304771,How do you set the destination
1304771,can i use debit card
1304771,What is the difference between Uber Black and Uber Plus
1304771,what is uber select?
1304771,where do uber credits come from
1304771,HOW CAN I VERIFY A PERSON IS AN UBER DRIVER?
1304771,hello...I'm a female and I'm wondering if I can chose to have a female driver
1304771,can i use the promo code for uber after already signed up?
1304771,how do you change your city you are signed up to drive for
22205,"1,285 on a check"
22205,How do you write a check that is zero dollars and 0.42 cents?
22205,"Please can you help me a bit more; if I want to write a cheque for value of £2999, do I write : ""Two thousand nine hundred and ninety-nine pounds only "" ?"
22205,how to write a check in india
22205,CAN YOU SIGN BELOW THE LINE
3097,(from old doc)
3097,(from old doc)
3097,(from old doc)
3097,(from old doc)
3097,how to write adress of you and the reciver office
3097,How should I start a formal letter?..
3097,in the school interview which type of letter i will write.
3097,what screen or page should I go on to write a letter
3097,writing a letter to our client to give information for our services
3097,why do we always write Dear in informal letter
3097,how to make an appeal to director of prosecution
3097,"Do you end informal letter at the left side or right side. i mean
 
 Yours sincerely where is going to be?"
17036,legal reports
17036,i want to know the format for writing a report of a meeting in an organisation
17036,writting a police report
17036,"if we have to write a report on the practical that we have done, so do we include words like; i, we, or they in the report?"
17036,CAN I USE IDIOMS IN REPORT WRITING?
17036,In what tense should a report be written?
17036,when writing a written report where will you put the resources that you've recently use?
